_fieldnames,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,86,601,373,9,00739.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,77,582,342,1,00740.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",41,81,629,410,17,00741.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",5,25,271,177,1,00742.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,115,627,455,12,00743.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,52,541,364,22,00744.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,72,591,386,9,00745.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,18,242,181,5,00746.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",213,307,763,557,35,00747.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",54,39,392,188,9,00748.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,36,271,154,5,00749.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,70,370,257,3,00750.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",66,247,978,527,9,00751.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",305,270,1439,959,36,00752.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",68,128,549,419,17,00753.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",60,2,578,440,12,00754.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,32,593,296,3,00755.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,47,580,344,27,00756.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",85,118,379,290,20,00757.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,154,771,502,7,00758.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",25,99,602,388,7,00759.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",100,5,1179,862,36,00760.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,131,570,397,12,00761.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,106,611,372,37,00762.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",66,176,588,362,39,00763.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,106,391,262,34,00764.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,24,297,153,3,00765.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,92,532,297,39,00766.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",106,73,805,546,3,00767.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,33,246,161,11,00768.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",61,222,959,569,9,00769.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,45,772,547,3,00770.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,59,626,412,36,00771.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,31,611,453,3,00772.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,50,197,150,0,00773.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,199,615,432,12,00774.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",82,99,565,351,22,00775.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,45,639,420,18,00776.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,40,491,283,18,00777.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",60,17,455,322,42,00778.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,121,555,384,9,00779.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,63,478,234,3,00780.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",38,6,595,476,12,00781.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",68,95,593,319,15,00782.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",156,255,955,619,10,00783.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,163,725,382,15,00784.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",19,96,469,266,3,00785.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",13,32,774,529,46,00786.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",114,128,800,432,23,00787.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,105,294,233,17,00788.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",23,25,245,150,34,00789.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",124,406,1546,1120,22,00790.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,61,334,199,22,00791.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",155,59,532,361,4,00792.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",7,50,394,261,3,00793.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",23,102,408,265,22,00794.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,30,251,169,8,00795.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",38,213,564,436,43,00796.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",135,62,922,611,46,00797.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,1,576,261,4,00798.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,96,625,387,37,00799.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,73,211,148,17,00800.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,158,351,296,15,00801.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,140,357,247,34,00802.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,36,549,457,3,00803.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",78,31,570,419,34,00804.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,32,296,149,46,00805.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",79,171,713,385,12,00806.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",13,87,630,401,18,00807.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,46,141,94,18,00808.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",58,13,579,414,33,00809.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",66,18,237,185,17,00810.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,114,577,367,17,00811.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,63,480,315,9,00812.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,93,941,696,22,00813.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,35,234,167,11,00814.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",34,74,473,273,22,00815.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,34,139,78,9,00816.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",28,96,477,317,24,00817.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,220,673,468,33,00818.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,17,388,287,22,00819.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,116,963,523,9,00820.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,153,411,299,10,00821.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",391,169,859,401,27,00822.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,24,144,72,9,00823.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",174,243,846,546,17,00824.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,57,455,287,3,00825.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",120,90,610,359,17,00826.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",165,123,645,366,22,00827.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",4,91,600,308,34,00828.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",191,332,1027,663,9,00829.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",159,131,533,356,8,00830.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,55,618,377,9,00831.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,5,246,188,17,00832.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",102,85,463,360,22,00833.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,113,612,372,18,00834.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",80,158,453,345,3,00835.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",27,125,425,311,40,00836.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",44,112,633,374,10,00837.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,224,988,644,47,00838.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",35,19,614,435,26,00839.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",105,104,626,312,9,00840.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",41,67,432,286,27,00841.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",42,147,753,414,17,00842.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,31,342,242,32,00843.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,15,639,419,36,00844.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",52,16,246,168,45,00845.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",39,119,558,434,12,00846.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",56,23,415,334,32,00847.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,96,755,412,33,00848.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",1,125,549,372,9,00849.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",47,179,1227,812,22,00850.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,85,335,209,47,00851.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,308,1511,975,47,00852.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",35,258,1218,908,27,00853.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",45,41,420,280,9,00854.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",29,66,614,433,22,00855.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,105,341,189,5,00856.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,87,569,437,18,00857.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",139,416,1954,1149,1,00858.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,32,575,357,4,00859.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",273,145,658,366,15,00860.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",83,103,500,371,15,00861.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",36,47,964,444,18,00862.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,98,623,431,10,00863.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",25,128,959,450,15,00864.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,74,392,255,3,00865.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,79,627,480,8,00866.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,135,557,367,12,00867.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",17,38,231,152,12,00868.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",35,75,592,334,45,00869.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",38,74,326,205,4,00870.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",373,350,780,631,6,00871.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",69,109,461,284,9,00872.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",517,291,765,462,34,00873.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",49,142,426,307,9,00874.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",34,79,749,461,12,00875.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,121,588,387,9,00876.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",61,33,241,195,10,00877.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",101,162,882,650,1,00878.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",16,196,670,405,12,00879.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",16,99,439,254,2,00880.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,63,885,663,46,00881.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",140,122,1059,496,43,00882.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,29,643,408,22,00883.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,72,245,173,12,00884.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",51,31,565,352,47,00885.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",111,68,393,309,7,00886.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,9,124,89,0,00887.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",7,51,253,156,3,00888.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",34,400,1555,1153,34,00889.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,15,698,386,36,00890.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",93,106,1160,799,44,00891.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",32,48,1534,791,45,00892.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",28,134,410,316,17,00893.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,31,578,268,21,00894.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",24,108,709,375,22,00895.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",61,55,258,161,5,00896.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",30,34,513,274,5,00897.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",89,68,483,310,1,00898.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",60,93,657,353,3,00899.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",64,75,256,158,40,00900.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",160,59,759,346,25,00901.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",6,40,256,170,45,00902.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",316,393,1755,1074,14,00903.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,96,504,279,36,00904.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",26,81,615,365,9,00905.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",68,52,435,331,45,00906.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",21,73,464,294,18,00907.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,71,632,390,8,00908.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",50,63,541,346,9,00909.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",33,2,593,456,5,00910.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",20,76,898,612,22,00911.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",82,33,542,234,1,00912.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",9,51,635,414,27,00913.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",40,283,1546,964,26,00914.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",206,222,746,467,12,00915.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",15,70,622,378,26,00916.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,51,442,198,12,00917.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,180,615,445,3,00918.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",127,155,525,383,22,00919.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",56,23,776,372,1,00920.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",88,367,1189,730,44,00921.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,29,444,203,9,00922.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",13,23,150,82,8,00923.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",14,63,287,181,9,00924.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,135,1199,771,9,00925.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,37,237,142,5,00926.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",25,68,618,365,39,00927.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",75,130,702,396,9,00928.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,29,498,204,9,00929.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",31,89,296,187,4,00930.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",86,194,570,426,46,00931.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,57,392,294,9,00932.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",48,36,576,469,43,00933.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",90,31,922,699,3,00934.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",3,77,615,463,26,00935.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,13,644,255,3,00936.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",18,56,223,142,23,00937.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",69,59,736,415,5,00938.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",11,95,619,301,36,00939.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",109,113,360,233,3,00940.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",57,139,537,364,21,00941.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",226,220,926,543,9,00942.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",249,129,699,394,7,00943.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",248,169,737,454,6,00944.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",31,55,216,132,17,00945.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",48,24,441,202,0,00946.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",12,105,417,257,17,00947.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",7,69,250,176,10,00948.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",48,10,197,112,17,00949.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",193,196,1372,1075,46,00950.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",115,34,733,555,12,00951.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",10,26,274,162,47,00952.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",151,97,842,537,37,00953.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",22,12,685,330,47,00954.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",37,109,692,363,10,00955.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",8,17,590,298,3,00956.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",116,105,948,650,9,00957.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",143,229,971,598,46,00958.jpg
"['bbox_x1', 'bbox_y1', 'bbox_x2', 'bbox_y2', 'class', 'fname']",125,234,848,431,27,00959.jpg
